16    ,-0.28125,0.848633,0.499023
16 1/8,-0.282227,0.834961,0.48584
16 1/4,-0.308838,0.837891,0.441162
16 3/8,-0.21582,0.953369,0.46582
16 1/2,-0.356689,1.054932,0.446289
16 5/8,-0.375,0.960449,0.35376
16 3/4,-0.695801,0.693604,0.371582
16 7/8,-0.724365,0.298096,0.347412
17    ,-0.92749,0.002686,0.463379
17 1/8,-0.871582,-0.134766,0.462646
17 1/4,-0.788086,-0.279785,0.409912
17 3/8,-0.839844,-0.281494,0.406982
17 1/2,-0.871094,-0.305176,0.412109
17 5/8,-0.869629,-0.366943,0.378662
17 3/4,-0.854248,-0.341064,0.402344
17 7/8,-0.865234,-0.315674,0.36792
18    ,-0.88623,-0.333008,0.39917
18 1/8,-0.858643,-0.266602,0.37793
18 1/4,-0.860596,-0.284912,0.3396
18 3/8,-0.843018,-0.162842,0.44751
18 1/2,-0.863281,0.060059,0.480713
18 5/8,-0.734375,0.282715,0.522949
18 3/4,-0.578125,0.692627,0.502686
18 7/8,-0.49292,0.822021,0.559814
19    ,-0.369141,0.802979,0.666748
19 1/8,-0.346924,0.81665,0.594482
19 1/4,-0.28418,0.818848,0.537109
19 3/8,-0.273438,0.890381,0.518555
19 1/2,-0.32666,0.867432,0.459717
19 5/8,-0.174072,0.830322,0.516602
19 3/4,-0.250488,0.843262,0.498291
19 7/8,-0.213867,0.852539,0.501953
20    ,-0.199463,0.830322,0.554932
20 1/8,-0.210938,0.794678,0.527588
20 1/4,-0.206055,0.826416,0.52417
20 3/8,-0.210693,0.855713,0.552979
20 1/2,-0.178467,0.836182,0.42749
20 5/8,-0.367676,1.012695,0.559326
20 3/4,-0.515625,0.800781,0.521729
20 7/8,-0.637695,0.385254,0.529785
21    ,-0.747559,-0.005615,0.483154
21 1/8,-0.800049,-0.241699,0.387207
21 1/4,-0.817627,-0.246826,0.408691
21 3/8,-0.842041,-0.447266,0.32666
21 1/2,-0.871338,-0.4104,0.307861
21 5/8,-0.856934,-0.457275,0.288818
21 3/4,-0.86792,-0.439209,0.319092
21 7/8,-0.850342,-0.427734,0.288818
22    ,-0.821777,-0.407959,0.283936
22 1/8,-0.82373,-0.371094,0.299805
22 1/4,-0.857666,-0.234375,0.385986
22 3/8,-0.818848,-0.017578,0.474121
22 1/2,-0.773438,0.20459,0.459473
22 5/8,-0.575439,0.639648,0.463135
22 3/4,-0.57373,0.881592,0.523682
22 7/8,-0.50708,0.859619,0.531494
23    ,-0.371826,0.925293,0.432373
23 1/8,-0.300293,0.762207,0.394531
23 1/4,-0.310059,0.868164,0.399902
23 3/8,-0.301758,0.828369,0.468506
23 1/2,-0.27002,0.865723,0.476318
23 5/8,-0.288574,0.871826,0.479004
23 3/4,-0.286377,0.866943,0.447754
23 7/8,-0.273438,0.876221,0.466797
24    ,-0.294434,0.855225,0.501221
24 1/8,-0.264893,0.792725,0.469727
24 1/4,-0.165771,0.782959,0.441895
24 3/8,-0.364502,0.988037,0.523926
24 1/2,-0.556641,0.672363,0.509521
24 5/8,-0.675049,0.337646,0.501465
24 3/4,-0.772949,-0.070312,0.497559
24 7/8,-0.854004,-0.101562,0.456543
25    ,-0.8125,-0.255127,0.396729
25 1/8,-0.857178,-0.409424,0.354492
25 1/4,-0.877441,-0.351318,0.373779
25 3/8,-0.842285,-0.373535,0.392822
25 1/2,-0.873779,-0.335449,0.382324
25 5/8,-0.819092,-0.401123,0.365234
25 3/4,-0.856445,-0.270752,0.395264
25 7/8,-0.864746,-0.064209,0.422119
26    ,-0.764893,0.136719,0.456055
26 1/8,-0.562012,0.531006,0.457031
26 1/4,-0.494141,0.893555,0.507324
26 3/8,-0.386719,0.861328,0.605225
26 1/2,-0.340332,0.904053,0.554688
26 5/8,-0.369141,0.971191,0.628906
26 3/4,-0.359375,0.790039,0.529541
26 7/8,-0.292236,0.888184,0.498535
27    ,-0.304199,0.808838,0.499756
27 1/8,-0.292236,0.852783,0.506592
27 1/4,-0.28125,0.83252,0.486328
27 3/8,-0.291504,0.832031,0.521484
27 1/2,-0.294922,1.026123,0.544189
27 5/8,-0.44165,0.910156,0.546387
27 3/4,-0.602539,0.513916,0.586182
27 7/8,-0.70459,0.248535,0.542725
28    ,-0.771973,-0.011475,0.469971
28 1/8,-0.825195,-0.266602,0.381348
28 1/4,-0.855225,-0.310547,0.352783
28 3/8,-0.875488,-0.362793,0.323975
28 1/2,-0.881348,-0.375244,0.333984
28 5/8,-0.883545,-0.346924,0.327637
28 3/4,-0.87207,-0.345459,0.309082
28 7/8,-0.850342,-0.366699,0.310059
29    ,-0.825195,-0.34668,0.281982
29 1/8,-0.77832,-0.141113,0.281982
,-0.747803,0.278809,0.447266
,-0.516357,0.844727,0.528809
,-0.536133,0.87085,0.531006
,-0.357422,0.878418,0.478271
