x,y,z
0.485840,-0.615967,1.076660
0.249512,-0.583740,0.743652
0.189697,-0.624756,0.731445
0.262207,-0.583496,0.740967
0.238037,-0.603516,0.757568
0.239990,-0.585205,0.740479
x,y,z
0.656982,-0.121338,0.520020
0.108887,-0.497803,0.717773
-0.188232,-0.503906,0.904541
-0.157227,-0.406982,0.973877
-0.097168,-0.457520,0.956055
-0.323975,-0.529297,1.036377
0.061768,-0.468018,0.825928
0.430908,-0.352051,0.608643
0.598389,-0.349365,0.568604
0.818848,-0.454590,0.616943
0.435547,-0.481934,0.912598
0.322021,-0.588623,0.909180
0.257080,-0.604980,0.634521
0.294922,-0.620850,0.715088
0.290771,-0.617188,0.730713
0.297363,-0.611328,0.733643
0.312988,-0.610596,0.709717
x,y,z
0.422119,-0.596924,0.800537
0.596191,-0.486084,0.735352
0.683594,-0.455811,0.770996
0.355713,-0.403076,0.730225
0.071533,-0.390137,0.744629
-0.179199,-0.287598,0.811035
-0.154053,-0.610596,1.010010
-0.077637,-0.402100,1.012695
-0.158691,-0.402344,0.983643
-0.111328,-0.521729,0.904541
0.069336,-0.352295,0.911377
0.478516,-0.364990,0.781738
0.521484,-0.429688,0.781494
0.594727,-0.236084,0.666992
0.529297,-0.397461,0.774658
0.460449,-0.629395,0.891357
0.273193,-0.538330,0.789307
0.238770,-0.551514,0.724609
0.265869,-0.588379,0.775146
x,y,z
0.720703,-0.362305,0.695312
0.318604,-0.497314,0.748535
0.026123,-0.341064,0.801270
-0.102295,-0.494141,0.794434
-0.136719,-0.442871,0.934570
-0.117676,-0.393066,0.948730
-0.089355,-0.440674,0.911377
-0.321045,-0.340332,1.063965
-0.129395,-0.468262,0.843750
0.284180,-0.397949,0.774170
0.581299,-0.290283,0.655762
0.616211,-0.212646,0.726318
0.603027,-0.509521,0.777832
0.365234,-0.579834,0.859619
0.277344,-0.667480,0.712158
0.235107,-0.620361,0.720459
0.280029,-0.656250,0.681885
0.239014,-0.711914,0.691162
0.253662,-0.693115,0.687256
0.264160,-0.658936,0.663818
x,y,z
0.184570,-0.597656,0.674805
0.570557,-0.517822,0.976074
0.776611,-0.224121,0.602539
0.428955,-0.359375,0.702881
-0.010498,-0.290527,0.769043
-0.165283,-0.373535,0.813965
-0.180664,-0.529541,1.004395
-0.139648,-0.435303,0.964600
-0.336182,-0.472168,1.170410
0.010254,-0.495361,0.773193
0.423340,-0.368896,0.560547
0.511230,-0.388916,0.614502
0.664795,-0.382324,0.536865
0.638672,-0.672119,0.799072
0.390625,-0.613525,0.830811
0.234131,-0.694580,0.688232
0.180908,-0.701416,0.674316
0.228027,-0.670166,0.661377
0.223877,-0.687500,0.662598
0.215088,-0.713379,0.683105
x,y,z
0.501709,-0.737061,0.908447
0.680176,-0.434570,0.707031
0.598145,-0.363525,0.469727
0.225098,-0.379639,0.746338
0.038330,-0.591797,0.818604
-0.265869,-0.259521,0.923584
-0.158691,-0.402100,0.934814
-0.218262,-0.360596,0.933350
-0.379883,-0.495117,0.891357
0.374756,-0.376953,0.717529
0.500732,-0.391113,0.645508
0.552002,-0.375732,0.750244
0.477539,-0.523193,0.701416
0.391357,-0.662109,0.790527
0.211914,-0.638672,0.657715
0.173584,-0.703125,0.644043
0.206055,-0.725830,0.673096
0.218750,-0.683838,0.659912
x,y,z
0.250977,-0.679688,0.631104
0.471191,-0.694336,0.821533
0.691895,-0.303467,0.742676
0.570312,-0.459229,0.562988
0.306885,-0.411621,0.697998
-0.002930,-0.311768,0.783691
-0.332031,-0.271973,1.006836
-0.161377,-0.289795,0.988770
-0.242432,-0.376953,1.001465
-0.135254,-0.500000,0.792236
0.241455,-0.447754,0.685059
0.645508,-0.447510,0.553467
0.602783,-0.374512,0.511963
0.489258,-0.482178,0.742432
0.356689,-0.707031,0.929932
0.222656,-0.669189,0.685059
0.170166,-0.636475,0.667969
0.215576,-0.687012,0.653564
0.226562,-0.693359,0.692139
0.215088,-0.676514,0.727783
x,y,z
0.721191,-0.159912,0.596436
0.321045,-0.518066,0.554443
-0.165527,-0.365479,0.832275
-0.195557,-0.490234,0.894775
-0.125732,-0.405273,0.904297
-0.167236,-0.420166,0.998779
-0.153564,-0.486572,0.920654
-0.049316,-0.389648,0.871094
0.382812,-0.290039,0.689453
0.543213,-0.341309,0.687500
0.630859,-0.409668,0.868408
0.466309,-0.569092,0.749023
0.356445,-0.530762,0.780762
0.260254,-0.657715,0.692627
0.207031,-0.658691,0.723633
0.242188,-0.631104,0.680176
0.246582,-0.675049,0.717285
x,y,z
0.691406,-0.477783,0.777100
0.697510,-0.332275,0.652832
0.312500,-0.458008,0.607178
-0.008301,-0.504639,0.766357
-0.131836,-0.473145,0.888672
-0.131104,-0.553955,0.958740
-0.255371,-0.593262,1.021729
-0.210938,-0.338135,0.802979
0.261475,-0.526611,0.742188
0.576416,-0.305664,0.614502
0.639893,-0.395264,0.560303
0.577393,-0.531250,0.930664
0.397461,-0.684326,0.755615
0.246582,-0.644775,0.621826
0.267822,-0.684570,0.686279
0.257080,-0.673828,0.644043
0.275879,-0.686035,0.648438
0.275146,-0.666992,0.635986
x,y,z
0.382812,-0.700928,0.641357
0.572998,-0.523926,0.853760
0.692139,-0.193604,0.415283
0.507080,-0.268799,0.715576
0.241455,-0.635742,0.724365
-0.129883,-0.537354,0.752930
-0.183838,-0.557861,0.962891
-0.070557,-0.397461,0.854004
-0.220703,-0.488525,0.989502
-0.238281,-0.469238,0.822510
-0.055176,-0.637939,0.611572
0.503418,-0.282715,0.754395
0.717041,-0.293945,0.729004
0.491943,-0.504395,0.690430
0.367676,-0.595947,0.835205
0.271973,-0.628662,0.758301
x,y,z
0.114014,-0.481445,0.729004
-0.159180,-0.465576,0.802002
-0.217773,-0.387695,1.021729
-0.180664,-0.314941,1.019043
-0.240479,-0.391602,1.018799
0.206787,-0.631104,0.721191
0.371582,-0.397705,0.697510
0.606689,-0.311279,0.651123
0.661865,-0.377441,0.626953
0.503906,-0.634033,0.890137
0.366211,-0.635254,0.791504
0.265869,-0.625488,0.709473
0.235596,-0.618652,0.628662
0.241699,-0.657959,0.730957
x,y,z
0.230469,-0.362305,0.624023
0.006104,-0.527100,0.754883
-0.262207,-0.473389,0.937256
-0.140625,-0.515869,0.907959
-0.240967,-0.446289,1.002441
-0.159668,-0.579834,0.841064
0.299805,-0.477539,0.715820
0.663818,-0.263916,0.571289
0.727295,-0.338135,0.573486
0.599365,-0.479736,0.728271
0.404785,-0.499756,0.723389
0.334717,-0.712402,0.736816
0.239258,-0.718994,0.604980
0.261230,-0.701172,0.643555
0.262451,-0.672119,0.653809
x,y,z
0.675049,-0.470215,0.727051
0.654541,-0.150635,0.603271
0.328613,-0.588135,0.626953
-0.241211,-0.661133,0.945312
-0.126709,-0.506836,0.773682
-0.170654,-0.488281,0.884033
-0.286621,-0.449463,0.991211
-0.250000,-0.615234,0.686523
0.030518,-0.365967,0.808838
0.629883,-0.343262,0.769531
0.592529,-0.233154,0.635254
0.510498,-0.583008,0.732422
0.477051,-0.554199,0.840332
0.274658,-0.644043,0.722656
0.233154,-0.588867,0.654785
0.236816,-0.649170,0.706543
x,y,z
0.452148,-0.610352,0.797119
0.719482,-0.312256,0.720215
0.639648,-0.500732,0.666992
0.151611,-0.399170,0.831787
-0.132812,-0.454346,0.869873
-0.243896,-0.336670,0.867432
-0.200928,-0.407227,1.012695
-0.350586,-0.365723,0.831055
-0.002197,-0.454834,0.716553
0.535156,-0.160156,0.620850
0.630859,-0.244385,0.734131
0.552734,-0.472900,0.898926
0.411621,-0.546631,0.880859
0.287354,-0.557861,0.725830
0.275879,-0.570801,0.739746
0.288086,-0.602295,0.796143
0.296875,-0.533691,0.705566
x,y,z
0.528320,-0.497070,0.793213
0.776855,-0.193848,0.481689
0.583740,-0.364502,0.721436
0.133789,-0.601074,0.771240
-0.323242,-0.436035,0.896729
-0.202393,-0.270020,0.860596
-0.107422,-0.415039,0.908203
-0.379150,-0.457275,1.066650
-0.156250,-0.442627,0.711182
0.348389,-0.515381,0.649902
0.653320,-0.352783,0.624756
0.746582,-0.511230,0.644531
0.517578,-0.391602,0.925537
0.353271,-0.603027,0.728027
0.283447,-0.623047,0.721680
0.310547,-0.540527,0.708740
0.294189,-0.617920,0.733887
x,y,z
-0.066406,-0.517334,0.935791
-0.176025,-0.440918,0.890869
-0.216309,-0.373779,1.012695
-0.286377,-0.388672,1.082520
-0.115479,-0.306152,0.758057
0.325439,-0.455811,0.726074
0.595703,-0.321533,0.779541
0.606445,-0.518066,0.799805
0.479980,-0.409180,0.852295
0.315430,-0.504883,0.833740
0.232178,-0.566162,0.798340
0.224854,-0.572510,0.772217
0.217041,-0.582764,0.773438
0.221436,-0.596680,0.772949
0.229736,-0.593994,0.760742
0.245361,-0.582275,0.766602
x,y,z
0.698242,-0.467773,0.860107
0.699951,-0.306396,0.692139
0.351562,-0.425537,0.651611
-0.197021,-0.387451,0.886963
-0.350098,-0.357910,1.009033
-0.152344,-0.336914,1.005127
-0.300293,-0.308105,0.941162
-0.004395,-0.520264,0.746826
0.250732,-0.332520,0.774658
0.561035,-0.267578,0.659180
0.689209,-0.212646,0.678223
0.615723,-0.435547,0.838135
0.409912,-0.536621,0.755127
0.300537,-0.579102,0.683594
0.315430,-0.572754,0.725098
x,y,z
0.622314,-0.517578,0.813965
0.859131,-0.176758,0.586426
0.618164,-0.415283,0.587402
0.126465,-0.496582,0.822510
-0.126709,-0.333496,0.808350
-0.405518,-0.631348,1.246094
-0.190918,-0.268311,0.951660
-0.266602,-0.377930,0.863525
0.203369,-0.417725,0.864014
0.632324,-0.311035,0.642090
0.602783,-0.222900,0.684570
0.583496,-0.470947,0.674805
0.523926,-0.395508,0.750488
0.419678,-0.647461,0.781738
0.309570,-0.615479,0.659668
0.287842,-0.630371,0.710205
0.318359,-0.630127,0.699219
0.320801,-0.637207,0.710205
0.318848,-0.648193,0.695801
0.311035,-0.639160,0.702637
0.312012,-0.641846,0.694580
0.321289,-0.625000,0.685547
0.311523,-0.648682,0.718994
0.317627,-0.621094,0.701660
0.321289,-0.636963,0.690674
0.312744,-0.634766,0.677246
0.310547,-0.643066,0.709229
x,y,z
0.702881,-0.280273,0.609863
0.040527,-0.390381,0.873291
-0.178955,-0.382080,0.940430
-0.279053,-0.308838,0.833984
-0.144287,-0.284180,0.963623
-0.259033,-0.322998,0.873535
-0.242432,-0.268799,0.944580
-0.161621,-0.635986,0.912354
0.342041,-0.451172,0.754150
0.650635,-0.342285,0.641357
0.534180,-0.376465,0.684814
0.491211,-0.499512,0.894287
0.276611,-0.586426,0.736572
0.227051,-0.627686,0.731934
0.249512,-0.577148,0.738037
0.250488,-0.610840,0.695801
x,y,z
0.803955,-0.400879,0.895996
0.725586,-0.338623,0.713623
0.291748,-0.508545,0.650635
-0.140869,-0.524658,0.874023
-0.191162,-0.375000,0.796387
-0.167480,-0.439941,0.918701
-0.109131,-0.413818,0.935547
-0.061279,-0.433105,0.929932
-0.118164,-0.526123,0.928223
0.299316,-0.403809,0.694092
0.438965,-0.502197,0.760986
0.602783,-0.331299,0.794189
0.527588,-0.378418,0.767334
0.555908,-0.506592,0.802490
0.321533,-0.574951,0.710938
0.262695,-0.606689,0.738037
0.261963,-0.583252,0.762451
x,y,z
0.644775,-0.470703,0.863037
0.901367,-0.256104,0.718262
0.392578,-0.324707,0.637451
-0.219482,-0.497803,0.910400
-0.349609,-0.311279,0.907471
-0.172363,-0.300537,0.996826
-0.276611,-0.286133,0.962646
-0.250488,-0.141113,0.879150
-0.206055,-0.267090,0.916260
0.440186,-0.341797,0.675537
0.596436,-0.450439,0.843506
0.589111,-0.413818,0.930664
0.260010,-0.672852,0.736084
0.178711,-0.630859,0.658203
0.271973,-0.649170,0.684570
0.268799,-0.646484,0.711182
x,y,z
0.258789,-0.655518,0.703613
0.387939,-0.571289,0.865479
0.765137,-0.413574,0.841553
0.852295,-0.187256,0.511719
0.056152,-0.491211,0.735596
-0.291992,-0.414795,0.814209
-0.252930,-0.475342,1.051758
-0.128174,-0.342285,1.050293
-0.286133,-0.368896,1.046387
-0.185791,-0.259277,0.845459
0.270752,-0.354492,0.809570
0.570068,-0.209229,0.758789
0.680664,-0.441162,0.759766
0.508789,-0.489746,0.883057
0.307129,-0.664307,0.666016
0.266846,-0.612549,0.729736
0.288086,-0.591309,0.720215
x,y,z
0.465332,-0.595947,0.713379
0.650635,-0.434570,0.726807
0.662598,-0.313477,0.787354
0.358398,-0.456055,0.696045
-0.066895,-0.405029,0.880859
-0.285156,-0.378174,0.855225
-0.206543,-0.439697,0.996582
-0.409180,-0.389648,0.978516
-0.031494,-0.274902,0.904785
0.405029,-0.361816,0.817627
0.574219,-0.242920,0.695312
0.620361,-0.352295,0.766357
0.513428,-0.587158,0.834961
0.353760,-0.503418,0.829590
0.244385,-0.589355,0.711182
0.284912,-0.588623,0.743164
0.302246,-0.559814,0.729004
0.297607,-0.590088,0.749268
0.303955,-0.583740,0.751709
0.288086,-0.600830,0.746338
x,y,z
0.419189,-0.535889,0.810059
0.784180,-0.300537,0.769775
0.709961,-0.526123,0.784424
0.294434,-0.413330,0.620605
-0.211670,-0.401611,0.864258
-0.199951,-0.470459,0.888184
-0.163574,-0.358887,0.953857
-0.157959,-0.344238,0.940430
-0.220703,-0.370850,0.915527
-0.156250,-0.347900,0.780762
0.442627,-0.317871,0.678955
0.567871,-0.295410,0.736572
0.609375,-0.416504,0.870117
0.537842,-0.453613,0.857178
0.340576,-0.564941,0.769043
0.256104,-0.513672,0.747559
0.285400,-0.543945,0.822021
x,y,z
0.432861,-0.297852,0.864990
-0.040039,-0.310791,0.945801
-0.216553,-0.442383,0.833252
-0.152100,-0.439453,0.916992
-0.255127,-0.385254,1.081787
-0.143066,-0.282959,0.892578
0.402832,-0.397217,0.762207
0.492432,-0.350342,0.750244
0.603027,-0.302734,0.665039
0.670654,-0.410645,0.829590
0.438232,-0.552246,0.722168
0.287109,-0.529053,0.714111
0.302246,-0.613037,0.790039
x,y,z
0.529297,-0.632568,0.722412
0.777100,-0.400879,0.856934
0.661377,-0.366699,0.698730
0.081055,-0.125244,0.878906
-0.249268,-0.235596,0.828369
-0.224121,-0.393555,0.971680
-0.159668,-0.286377,0.961182
-0.349121,-0.189209,0.913574
-0.270020,-0.319580,0.981201
0.162109,-0.378906,0.928711
0.565430,-0.306152,0.773926
0.484375,-0.194092,0.689697
0.622314,-0.543457,0.837891
0.333008,-0.532471,0.886475
0.189941,-0.577637,0.702881
0.198975,-0.603027,0.770264
0.247314,-0.580811,0.754639
0.252197,-0.607666,0.742920
0.251465,-0.600342,0.758789
