varx, stdx, skewx, minx, maxx , avgx,vary,stdy,skewy,miny,maxy,avgy,varz,stdz,skewz,minz,maxz,avgz,CLASS 
0.000945983474707,0.0307568443555,-0.732023840424,-0.189941,-0.047363,-0.112558958333,0.00110142129074,0.0331876677509,1.09929260462,0.94165,1.084717,0.990854916667,0.00243831948347,0.0493793426796,-0.830264028121,0.054932,0.23291,0.175242166667,3
0.00822721976629,0.0907040228782,0.345071928158,-0.205566,0.119385,-0.0809732916667,0.00196550723714,0.044334041516,0.872011384444,0.919189,1.11377,0.988301666667,0.00883403712971,0.0939895586207,-0.634945175995,-0.088379,0.237549,0.118713291667,3
0.00595856456374,0.0771917389605,-0.130605391209,-0.335938,-0.096436,-0.213826583333,0.011534072785,0.107396800627,-0.495282051475,0.699219,1.202637,0.970103,0.00634486019403,0.079654630713,0.944532175355,0.020996,0.368164,0.162139875,3
0.0056360432345,0.0750735854645,0.0483039471784,-0.252686,0.017822,-0.1023865,0.020108881463,0.141805787833,0.428295810623,0.762207,1.296875,1.005767875,0.0249266424845,0.157881735753,-0.733096219727,-0.266113,0.331055,0.0537414583333,3
0.00313719010711,0.0560106249484,-0.248209481081,-0.230957,0.000488,-0.098459875,0.00662345853596,0.0813846332913,-0.404707565549,0.788086,1.119873,0.970977708333,0.00416326884496,0.0645233976551,-0.728707224468,0.000488,0.276855,0.178934708333,3
0.00938481147829,0.0968752366619,-0.536526368444,-0.43457,-0.11499,-0.243143708333,0.00436373675821,0.0660585858024,0.0575260980021,0.861084,1.083252,0.973409041667,0.00347508473933,0.058949849358,-0.0812221060795,0.167725,0.361084,0.272877916667,3
0.0060057228636,0.0774965990454,-1.27870947346,-0.332275,-0.024414,-0.12587475,0.00655685880724,0.0809744330468,1.15865390199,0.886963,1.198486,0.992014583333,0.0206113151026,0.14356641356,-0.127471483506,-0.212646,0.310547,0.0901387083333,3
0.00145934831333,0.0382014176875,0.315221562815,-0.160156,-0.007812,-0.0919494583333,0.00266434297408,0.0516172739892,-0.193926110857,0.823975,1.031006,0.951711083333,0.00157502384208,0.0396865700468,-0.117447739391,0.219238,0.359375,0.293569,3
0.00630478155421,0.0794026545791,0.104522707711,-0.280518,0.029053,-0.141398041667,0.00338628630646,0.0581918061797,0.582610213206,0.799805,1.040771,0.902181041667,0.00213243505741,0.0461782963893,-0.325338095286,0.352783,0.531738,0.452270458333,3
0.00629035554069,0.0793117616794,-0.513442582683,-0.277344,-0.03833,-0.145579125,0.0113206114317,0.106398361979,1.36807066185,0.739258,1.327148,0.956461541667,0.010432585432,0.102140028549,0.131751827639,0.106934,0.473633,0.267903708333,3
0.000241352481472,0.0155355232121,1.55836068286,-0.07251,0.007324,-0.0474548333333,0.000917154821722,0.0302845640834,-0.0861228255903,0.871582,0.984375,0.927195166667,0.00402623206275,0.063452596974,-0.129336029065,0.215088,0.45752,0.3427735,3
0.00520003729391,0.0721112840956,0.147976867726,-0.25,-0.011963,-0.146901458333,0.00726722096873,0.0852479968605,-0.161127640624,0.732422,1.0625,0.913004625,0.0122372223542,0.110621979526,0.21172980688,0.274658,0.587402,0.404713916667,3
0.00415939007481,0.0644933335687,-0.939956001529,-0.321533,-0.098389,-0.169026666667,0.0146051298822,0.120851685475,0.471198567936,0.744385,1.256836,0.980041541667,0.0226303439809,0.15043385251,0.743399262453,-0.032227,0.513916,0.143676708333,3
