-0.093018,0.962158,0.220459
-0.085693,0.94165,0.217285
-0.096436,0.947754,0.23291
-0.085205,0.9646,0.226318
-0.099854,0.959473,0.22583
-0.095459,0.984375,0.226807
-0.104248,0.995117,0.202393
-0.111084,0.980957,0.198975
-0.130615,0.97168,0.202393
-0.093262,0.980469,0.190674
-0.106201,0.975098,0.193359
-0.090332,0.971191,0.200928
-0.097168,0.986572,0.193848
-0.118408,1.014648,0.206299
-0.098877,0.998047,0.182617
-0.168213,1.000977,0.198242
-0.047363,0.980957,0.140869
-0.12207,0.963379,0.125488
-0.10083,1.017822,0.109863
-0.150146,1.036377,0.119385
-0.189941,1.05835,0.131104
-0.124512,1.084717,0.11499
-0.168457,1.015869,0.089844
-0.124023,0.988281,0.054932
-0.101807,0.992676,0.017578
-0.12085,0.987061,-0.015137
-0.023193,0.965576,-0.088379
-0.078125,0.988525,-0.054932
-0.046387,0.956543,-0.008789
-0.05127,0.961182,0.038086
-0.031494,1.048828,0.121338
0.010742,0.919189,0.049805
0.036377,1.054688,0.103271
0.119385,0.978516,0.105713
0.061523,0.989014,0.093018
0.035645,1.033936,0.127441
-0.009766,0.990234,0.158691
-0.102539,1.031982,0.155029
-0.099121,0.986328,0.167236
-0.088135,1.11377,0.174805
-0.152588,0.940918,0.215332
-0.144775,1.02417,0.198242
-0.163574,1.006104,0.212158
-0.197021,0.933594,0.237549
-0.191162,0.938232,0.233887
-0.200439,0.944092,0.227783
-0.205566,0.967041,0.191406
-0.199219,0.967041,0.187988
-0.149902,0.949707,0.163574
-0.11377,0.938477,0.103516
-0.126709,0.960205,0.103027
-0.156982,0.946045,0.141602
-0.096436,1.010742,0.095947
-0.148682,1.030762,0.125
-0.152344,1.018066,0.177002
-0.115234,1.05835,0.168945
-0.178223,1.034912,0.160889
-0.143311,1.008301,0.134033
-0.174072,1.049072,0.094482
-0.267822,1.029297,0.109131
-0.249512,0.912354,0.079346
-0.306641,0.880859,0.020996
-0.335938,0.939941,0.115234
-0.291992,1.014893,0.265625
-0.265869,0.811768,0.163574
-0.264893,0.985352,0.282959
-0.335693,1.0625,0.368164
-0.28125,0.842773,0.174805
-0.206055,0.788086,0.221436
-0.30542,1.202637,0.326904
-0.306885,1.108154,0.18457
-0.158203,0.699219,0.110596
-0.201904,1.103027,0.331055
-0.252686,1.017578,-0.06665
-0.180176,0.762207,-0.044678
-0.16748,1.274658,-0.019287
-0.185791,1.296875,-0.196289
-0.005615,1.175049,-0.249512
0,1.198975,-0.266113
-0.118896,1.18457,-0.236816
0.017822,1.129883,-0.068848
-0.091309,0.968506,0.054443
-0.014893,1.027344,0.13623
-0.000244,0.824219,0.156982
-0.0271,0.937012,0.200928
0.00293,0.842041,0.156006
-0.109619,1.034668,0.192627
-0.078369,0.898438,0.124512
-0.077393,0.919434,0.168701
-0.136475,0.991943,0.152344
-0.083252,0.818359,0.124268
-0.133057,0.984375,0.178467
-0.177246,0.978027,0.137939
-0.12915,0.916748,0.123535
-0.172119,0.940186,0.131592
-0.135254,0.914307,0.068359
-0.169922,1.044678,0.164795
-0.136963,0.962646,0.085938
-0.08667,0.852539,0.000488
-0.230957,1.09082,0.209473
-0.07251,0.825928,0.095703
-0.060791,0.857422,0.193604
-0.151855,1.119873,0.276855
-0.009766,0.788086,0.202148
-0.084473,0.937256,0.275391
-0.128418,1.027588,0.263184
-0.111328,0.981445,0.24292
-0.148682,1.029785,0.19165
-0.166016,0.977539,0.113037
-0.165771,1.028564,0.19165
-0.108154,1.040771,0.251221
-0.082031,0.907715,0.199219
-0.121338,1.076172,0.203613
-0.020508,0.954834,0.111572
-0.061035,0.976318,0.121094
0.000488,0.960693,0.155518
-0.095459,0.999512,0.17749
-0.046875,0.976074,0.165527
-0.04248,0.97168,0.198486
-0.061523,0.915527,0.203857
