varx, stdx, skewx, minx, maxx , avgx,vary,stdy,skewy,miny,maxy,avgy,varz,stdz,skewz,minz,maxz,avgz,CLASS 
0.057706243,0.240221237,0.466943334,-0.546631,0.232178,-0.226698056,0.0088868,0.094269826,-0.305745903,0.130615,0.511475,0.342583611,0.006161859,0.07849751,-0.072321503,0.735107,0.992432,0.886583111,2
0.056269693,0.237212337,0.209394085,-0.636475,0.192627,-0.243896556,0.007978637,0.089323217,0.413393804,0.162842,0.50415,0.329793278,0.007379991,0.085906875,-1.16896126,0.629883,1.048584,0.887763222,2
0.004320211,0.06572831,0.802403669,-0.236816,0.009277,-0.137850636,0.099358324,0.315211554,0.443436468,0.100586,1.130127,0.558638091,0.598869941,0.773866875,-0.003004218,-0.956055,0.950928,-0.033602727,3
0.006367967,0.07979954,1.636877289,-0.168945,0.12085,-0.093949727,0.148258721,0.385043791,0.695573875,-0.018066,1.317871,0.532825818,0.69352439,0.832781118,0.214417526,-1.038574,0.958496,-0.158491545,3
0.012223178,0.110558484,0.718080848,-0.245117,0.135254,-0.099032273,0.075937863,0.275568254,-0.211494372,0.074707,0.905518,0.560702364,0.583359996,0.76378007,-0.099096615,-0.953125,0.985107,0.073419818,3
0.008645491,0.092981133,0.832418442,-0.177002,0.158691,-0.0460692,0.095668716,0.309303598,0.249094263,0.25415,1.14502,0.6494386,0.677254417,0.822954687,0.021708629,-1.069824,0.951904,-0.0552978,3
0.000400832,0.020020788,-0.00649992,-0.119629,-0.053955,-0.0861084,0.088073521,0.296771832,0.249645094,0.154541,1.054688,0.5865724,0.530965083,0.728673509,0.335642541,-0.994629,0.980713,-0.1718506,3
0.003469381,0.05890145,0.538044947,-0.164062,0.016113,-0.089233333,0.080862266,0.284362912,0.024732708,0.205566,0.978516,0.58398425,0.576866008,0.759516957,-0.162633636,-0.95166,0.981201,0.07737225,3
0.001890581,0.043480807,-0.078996537,-0.17041,-0.032227,-0.098899273,0.056617396,0.237944102,0.282795941,0.274902,0.980225,0.613014909,0.540900137,0.735459133,0.147699938,-0.94043,0.919678,-0.100008818,3
0.001227962,0.035042292,0.348161293,-0.14209,-0.031006,-0.094360417,0.045449247,0.213188289,0.380672319,0.286621,0.987061,0.592549667,0.597594681,0.773042483,-0.125590673,-1.002197,0.900146,0.00823975,3
0.001590932,0.039886486,0.650199447,-0.199707,-0.064453,-0.1378254,0.099086565,0.314780186,-0.534705904,0.118652,1.04834,0.652343667,0.482421728,0.694565856,0.000524877,-0.73877,1.01123,0.113297467,3
0.002524448,0.050243887,-0.871508642,-0.257812,-0.090576,-0.148080615,0.120974932,0.347814508,-0.162562983,0.111572,1.136719,0.608717769,0.510630196,0.714583932,0.017857086,-0.880127,0.978271,0.038029538,3
0.0034259,0.05853119,0.470931281,-0.218262,0.039551,-0.100423167,0.048945331,0.221235917,-1.051650326,0.208984,1.003418,0.732808417,0.397209113,0.63024528,0.323174438,-0.79248,0.956055,-0.070699,3
0.004756732,0.068969064,-0.32555488,-0.568848,-0.287109,-0.402897267,0.115388414,0.339688702,-0.11698006,0.181885,1.165527,0.658089267,0.400749009,0.633047399,0.303339172,-0.65625,0.947266,0.0594076,3
0.001083251,0.032912773,0.427005006,-0.428467,-0.302734,-0.375634867,0.115034059,0.339166713,0.126970139,0.117676,1.230957,0.571679667,0.483405988,0.695274038,-0.04896673,-0.713135,0.959717,0.118505933,3
0.002892792,0.053784685,-0.652941848,-0.101562,0.066406,0.001436118,0.107479668,0.327840918,0.456484635,0.111084,1.022705,0.459357765,0.456906264,0.675948419,-0.908048331,-0.819824,0.992676,0.467902824,3
0.001674004,0.040914596,0.307385987,-0.060303,0.093994,0.0035318,0.107911771,0.328499271,-0.177195301,0.139893,1.043945,0.572281867,0.465616212,0.682360764,-0.406458916,-0.734863,0.989014,0.303678467,3
0.00297051,0.054502382,-0.361975233,-0.141846,0.008301,-0.055401077,0.102934363,0.320833856,-0.270739332,0.124756,1.036865,0.586838846,0.547582419,0.739988121,-0.119761622,-0.907227,0.989746,0.113825846,3
0.002008119,0.044812037,-0.525126306,-0.089844,0.08252,0.002183667,0.095344951,0.308779778,0.498825621,0.130127,1.038818,0.464545389,0.538017868,0.733497013,-0.732647762,-0.906982,0.993896,0.379367333,3
0.00104671,0.032352892,-0.474268481,-0.056152,0.057129,0.006424125,0.127855036,0.357568225,0.179321237,0.10083,1.081787,0.519134688,0.480042572,0.692851046,-0.684507198,-0.847412,1.003174,0.385482875,3
0.001532768,0.039150583,0.309115215,-0.063477,0.081787,-0.006705667,0.098427643,0.313731801,-0.015848686,0.105469,0.993652,0.5180176,0.572343849,0.756534103,-0.387105105,-0.929688,1.008789,0.226595,3
