Feature,varx, stdx, skewx, minx, maxx , avgx,vary,stdy,skewy,miny,maxy,avgy,varz,stdz,skewz,minz,maxz,avgz 
reachToMouth,0.11287017,0.33596156,-0.420636455,-0.868652,0.669922,-0.294130869,0.014971543,0.122358258,0.487862549,-0.253418,0.685303,0.124088685,0.043811576,0.209312149,1.185330812,0.479248,2.850586,0.877066324
