16    ,0.008789,1.03833,-0.010742
16 1/8,-0.004639,1.029541,0.194824
16 1/4,-0.060303,0.559814,0.583984
16 3/8,-0.087891,0.328613,0.85791
16 1/2,0.041504,0.202637,0.973145
16 5/8,-0.046631,-0.12793,1.039062
16 3/4,-0.016846,-0.054688,1.016602
16 7/8,0,0.0271,0.98291
17    ,-0.017334,-0.040771,1.00708
17 1/8,-0.030273,-0.01123,1.002197
17 1/4,-0.019287,0.008057,1.015381
17 3/8,-0.039795,0.006348,0.994141
17 1/2,-0.034424,0.415527,0.893311
17 5/8,-0.029541,0.552979,0.654541
17 3/4,0.02002,1.000244,0.190918
17 7/8,0.006836,1.022217,-0.132568
18    ,0.001953,0.986572,-0.289307
18 1/8,0.011963,0.986572,-0.267334
18 1/4,0.006592,0.966797,-0.236572
18 3/8,0.01416,0.964844,-0.215088
18 1/2,0.019043,0.981445,-0.231201
18 5/8,0.013672,1.038818,-0.165771
18 3/4,0.02124,1.064209,0.161865
18 7/8,0.020752,0.860352,0.480225
19    ,-0.022705,0.217285,0.827148
19 1/8,-0.05249,-0.168213,0.979248
19 1/4,-0.052246,-0.184814,1.009766
19 3/8,-0.054199,-0.155518,1.004883
19 1/2,-0.041504,-0.101562,0.97583
19 5/8,-0.070557,-0.173828,0.98877
19 3/4,-0.083496,-0.126465,0.989258
19 7/8,-0.075439,-0.164551,0.989014
20    ,-0.067139,-0.185059,0.994141
20 1/8,-0.012695,0.053711,0.94873
20 1/4,-0.0354,0.388428,0.901367
20 3/8,-0.04248,0.552246,0.685791
20 1/2,-0.022461,1.038818,0.236572
20 5/8,0.004639,0.963379,-0.040771
20 3/4,0.035156,1.048828,-0.355957
20 7/8,0.016357,0.95874,-0.426514
21    ,0.026855,0.915039,-0.42749
21 1/8,0.038818,0.885254,-0.409424
21 1/4,0.026855,0.903809,-0.404785
21 3/8,0.031006,0.92749,-0.362549
21 1/2,0.025879,0.945312,-0.352783
21 5/8,0.029541,1.061035,-0.320068
21 3/4,0.040771,1.007324,-0.074219
21 7/8,0.086426,1.144775,0.077393
22    ,0.0896,1.087891,0.355225
22 1/8,0.053711,0.671875,0.671631
22 1/4,0.001465,0.021973,0.970459
22 3/8,0.055908,0.077881,0.970703
22 1/2,-0.011475,-0.179932,0.992432
22 5/8,-0.003662,-0.120117,0.986084
22 3/4,0.023438,-0.078125,0.998047
22 7/8,0.004639,-0.09668,1.006592
23    ,0.025391,-0.067627,0.999023
23 1/8,0.002197,-0.037842,0.97583
23 1/4,0.031982,0.295166,0.888184
23 3/8,0.017822,0.685303,0.658691
23 1/2,0.005127,0.94458,0.351318
23 5/8,0.044434,1.00415,0.006836
23 3/4,0.020996,0.943115,-0.326172
23 7/8,0.006836,0.904053,-0.502197
24    ,0.001953,0.875488,-0.498535
24 1/8,0.025391,0.862793,-0.479492
24 1/4,0.019043,0.875977,-0.451172
24 3/8,-0.000244,0.89917,-0.442627
24 1/2,0.020508,1.00293,-0.424561
24 5/8,0.017334,1.056885,-0.250488
24 3/4,0.008545,1.069092,0.047607
24 7/8,0.006348,0.727783,0.533447
25    ,-0.01416,0.305176,0.864258
25 1/8,-0.036865,-0.072266,0.978027
25 1/4,-0.066406,-0.272217,0.969727
25 3/8,-0.012939,-0.144775,0.981689
25 1/2,-0.040527,-0.206787,0.996826
25 5/8,-0.030762,-0.119385,0.994385
25 3/4,-0.031982,-0.139893,0.998779
25 7/8,-0.041748,-0.126709,1.003174
26    ,-0.010498,-0.078125,0.990479
26 1/8,-0.026611,0.240479,0.932861
26 1/4,-0.025146,0.455811,0.855713
26 3/8,-0.008789,0.827393,0.469238
26 1/2,-0.009521,1.002686,-0.030518
26 5/8,-0.05249,0.960449,-0.428223
26 3/4,-0.040039,0.879395,-0.58252
26 7/8,-0.040771,0.885498,-0.58374
27    ,-0.041748,0.843018,-0.532959
27 1/8,-0.011475,0.821777,-0.516357
27 1/4,-0.026123,0.857178,-0.496826
27 3/8,-0.037109,0.935547,-0.446045
27 1/2,-0.054443,0.894531,-0.377197
27 5/8,-0.02832,0.981201,-0.196045
27 3/4,0.02124,0.98584,0.265625
27 7/8,0.031006,0.789307,0.689209
28    ,-0.096191,0.098633,0.879883
28 1/8,-0.008789,0.013184,0.967041
28 1/4,-0.023926,0.015625,1.020996
28 3/8,-0.057373,-0.036621,1.015381
28 1/2,-0.025146,0.093262,0.983154
28 5/8,-0.039551,0.01709,0.998047
