
1491450918283,-0.337891,-0.039307,1.425049
1491450918445,-0.383789,0.013672,1.034668
1491450918561,-0.501709,0.061523,0.626953
1491450918697,-0.609131,-0.033447,0.377441
1491450918806,-0.789062,-0.074951,0.290771
1491450918939,-0.820801,-0.063477,0.409424
1491450919071,-0.904297,-0.070068,0.495117
1491450919190,-0.883545,-0.056885,0.552246
1491450919323,-0.861328,-0.088135,0.514404
1491450919456,-0.877930,-0.013672,0.530273
1491450919589,-0.868652,-0.038574,0.526367
1491450919721,-0.868164,-0.012695,0.547119
1491450919842,-0.843262,-0.069580,0.528564
1491450919980,-0.630859,-0.093262,0.206055
1491450920112,-0.526367,0.025146,0.290039
1491450920220,-0.309082,0.237549,0.822998
1491450920378,-0.323975,0.383545,1.396729
1491450920485,-0.253662,0.316162,1.248535
1491450920619,-0.208008,0.246338,0.970215
1491450920757,-0.207764,0.251465,0.907471
1491450920889,-0.283203,0.281250,0.940674
1491450921021,-0.223145,0.236084,0.935303
1491450921151,-0.222168,0.228027,0.942139
1491450921284,-0.260742,0.174316,0.947998
1491450921416,-0.256348,0.196289,0.953857
1491450921530,-0.249023,0.119141,0.971924
1491450921663,-0.316895,0.111572,1.221436
1491450921795,-0.240723,0.160156,1.276123
1491450921909,-0.420654,0.193848,0.987549
1491450922067,-0.480957,0.122803,0.628174
1491450922173,-0.648682,-0.027832,0.340576
1491450922328,-0.771484,-0.067139,0.405762
1491450922443,-0.823730,0.008301,0.574219
1491450922575,-0.803467,0.053711,0.630615
1491450922709,-0.816895,0.061279,0.626953
1491450922811,-0.810059,0.058350,0.608887
1491450922947,-0.785400,0.031006,0.590820
1491450923078,-0.788818,0.038574,0.616211
1491450923211,-0.804932,0.061279,0.604980
1491450923344,-0.763672,0.041504,0.663574
1491450923476,-0.699707,-0.016602,0.437012
1491450923606,-0.603271,0.087646,0.533691
1491450923739,-0.508545,0.123047,0.603271
1491450923872,-0.337402,0.261475,1.009766
1491450923985,-0.404541,0.243652,1.214844
1491450924118,-0.230225,0.300049,1.132568
1491450924250,-0.213379,0.272217,1.003906
1491450924389,-0.216309,0.211914,0.938965
1491450924500,-0.245850,0.217529,0.961914
1491450924656,-0.221924,0.202637,0.952148
1491450924763,-0.191406,0.215820,0.952393
1491450924886,-0.243164,0.214600,0.941650
1491450925033,-0.217773,0.206299,0.959473
1491450925166,-0.216064,0.216797,1.003418
1491450925274,-0.273682,0.229980,1.078125
1491450925406,-0.305176,0.148438,1.252197
1491450925539,-0.348633,0.196533,0.945312
1491450925672,-0.543945,0.010010,0.707031
1491450925810,-0.678223,0.044922,0.346924
1491450925949,-0.749268,-0.060303,0.430664
1491450926057,-0.838623,-0.008057,0.443604
1491450926192,-0.878662,0.052002,0.528320
1491450926325,-0.807373,0.045410,0.535400
1491450926440,-0.848145,0.074219,0.564209
1491450926583,-0.835449,0.084717,0.548340
1491450926690,-0.808838,0.036377,0.524658
1491450926834,-0.814697,0.043945,0.491455
1491450926967,-0.522217,0.066895,0.277344
1491450927099,-0.647461,0.216553,0.693604
1491450927206,-0.310303,0.389160,1.194580
1491450927339,-0.294922,0.334961,1.193604
1491450927497,-0.291504,0.360840,1.073486
1491450927629,-0.209473,0.257324,0.944824
1491450927737,-0.199219,0.357422,0.898926
1491450927870,-0.271484,0.224609,0.914795
1491450928007,-0.208984,0.233398,0.938965
1491450928141,-0.207764,0.302490,0.980957
1491450928275,-0.339355,0.343994,1.229492
1491450928388,-0.331055,0.351074,1.239990
1491450928524,-0.371338,0.202393,0.810059
1491450928653,-0.584229,0.100586,0.531494
1491450928777,-0.699951,-0.011963,0.412109
1491450928909,-0.796875,0.040039,0.422119
1491450929017,-0.820557,0.019287,0.520508
1491450929161,-0.857178,0.103027,0.553467
1491450929293,-0.817871,0.123047,0.579346
1491450929432,-0.819092,0.116211,0.581299
1491450929547,-0.803223,0.098633,0.579102
1491450929687,-0.726074,0.066650,0.502197
1491450929820,-0.644043,0.098145,0.356201
1491450929951,-0.466797,0.108154,0.673340
1491450930081,-0.540283,0.289307,0.957275
1491450930214,-0.257812,0.247559,1.177979
1491450930322,-0.272461,0.359619,1.186523
1491450930461,-0.202637,0.297607,0.962158
1491450930594,-0.240479,0.254395,0.897461
1491450930727,-0.198730,0.228516,0.921875
1491450930866,-0.219971,0.258301,0.943848
1491450930973,-0.249268,0.258057,0.940918
1491450931106,-0.308838,0.255859,1.293701
1491450931244,-0.236816,0.345215,1.302002
1491450931362,-0.448975,0.347168,0.839355
1491450931494,-0.625732,0.184082,0.236328
1491450931626,-0.778076,0.005859,0.170410
1491450931760,-0.832764,0.219727,0.426025
1491450931892,-0.907959,0.219971,0.555664
1491450932006,-0.877686,0.256104,0.508301
1491450932138,-0.861084,0.246338,0.494385
1491450932271,-0.815674,0.198730,0.506836
1491450932404,-0.827148,0.261963,0.519775
1491450932535,-0.576660,0.059814,0.103760
1491450932641,-0.592529,0.162109,0.314941
1491450932794,-0.316406,0.324219,1.175293
1491450932922,-0.506348,0.278320,1.401611
1491450933054,-0.269531,0.271973,1.018066
1491450933187,-0.207031,0.260742,0.895264
1491450933303,-0.288086,0.198242,0.860107
1491450933436,-0.384521,0.219238,0.949219
1491450933575,-0.340820,0.176270,0.919189
1491450933684,-0.268311,0.205078,0.901123
1491450933816,-0.371094,0.195557,0.898682
1491450933948,-0.346680,0.297607,1.330566
1491450934087,-0.368896,0.273682,1.287842
1491450934220,-0.482178,0.086914,0.797852
1491450934352,-0.620850,0.020508,0.299561
1491450934466,-0.728271,-0.041260,0.039551
1491450934598,-0.819824,-0.127197,0.232422
1491450934731,-0.907227,-0.139404,0.298096
1491450934869,-0.960449,-0.049561,0.353516
1491450934978,-0.906006,-0.113281,0.332275
1491450935127,-0.918945,-0.047363,0.362793
1491450935266,-0.912842,-0.052002,0.386230
1491450935373,-0.844971,-0.083984,0.150879
1491450935506,-0.632812,-0.080811,0.212891
1491450935638,-0.459717,0.321533,0.563477
1491450935771,-0.226807,0.006592,1.276855
1491450935903,-0.343994,0.134277,1.422119
1491450936017,-0.289307,0.146729,1.042969
1491450936151,-0.148438,0.021484,0.894287
1491450936283,-0.248535,0.005859,0.901367
1491450936407,-0.304688,0.211670,1.014160
1491450936523,-0.228516,0.130615,0.964600
1491450936682,-0.355957,0.099121,1.000488
1491450936787,-0.219482,0.141846,0.927734
1491450936921,-0.346680,0.000000,1.545410
1491450937053,-0.270752,0.031738,1.104248
1491450937186,-0.445801,0.072754,0.732910
1491450937318,-0.529541,0.037842,0.100830
1491450937457,-0.824219,-0.083984,0.142334
1491450937589,-0.889160,-0.120605,0.222900
1491450937712,-0.844971,-0.061523,0.345703
1491450937844,-0.881836,0.083008,0.518066
1491450937952,-0.929932,0.000732,0.345703
1491450938087,-0.585938,0.117920,-0.156982
1491450938218,-0.561523,0.258789,0.256836
1491450938351,-0.280762,0.221680,1.268311
1491450938465,-0.305908,0.231689,1.554932
1491450938597,-0.252197,0.338379,0.993164
1491450938729,-0.442383,0.341309,0.912598
1491450938869,-0.133057,0.379883,0.864502
1491450939017,-0.246826,0.304443,1.024414
1491450939149,-0.091553,0.281494,0.919922
1491450939257,-0.148682,0.318359,0.975586
1491450939390,-0.186523,0.131836,0.950684
1491450939522,-0.191650,0.101074,0.954346
1491450939629,-0.248779,0.098145,1.051514
1491450939788,-0.302490,0.144287,1.540039
1491450939895,-0.349121,0.508301,0.949463
1491450940027,-0.513184,-0.087891,0.275146
1491450940168,-0.714844,-0.098389,0.132568
1491450940298,-1.019043,0.124023,0.640137
1491450940431,-0.648438,0.217773,0.660400
1491450940538,-0.839844,0.147461,0.580078
1491450940672,-0.952393,-0.018799,0.634277
1491450940805,-0.758545,0.176025,0.644775
1491450940949,-0.617676,0.107666,0.328857
1491450941081,-0.360107,0.153809,0.160400
1491450941188,-0.434082,0.391113,1.730713
1491450941333,-0.359863,0.292480,0.938721
1491450941464,-0.188232,0.338623,0.950684
1491450941576,-0.486816,0.288330,0.878906
1491450941718,-0.141113,0.211426,0.862793
1491450941849,-0.447510,0.224854,0.957275
1491450941981,-0.535156,0.015381,0.938721
1491450942114,-0.253906,0.171631,0.880859
1491450942221,-0.343262,0.066895,0.927979
1491450942354,-0.381592,0.189209,1.207031
1491450942487,-0.688477,0.344482,1.540771
1491450942629,-0.258545,-0.090576,0.322266
1491450942761,-0.729004,-0.164795,0.086914
1491450942900,-0.808350,0.044434,0.467529
1491450943016,-0.811523,0.092285,0.616943
1491450943149,-0.722168,-0.007324,0.531738
1491450943281,-0.651123,0.048096,0.831543
1491450943395,-0.771484,0.135498,0.865967
1491450943527,-0.639404,0.146484,0.764404
1491450943664,-0.773438,0.209717,0.647705
1491450943782,-0.662354,0.276367,0.698242
1491450943918,-0.701660,0.335693,0.687988
1491450944050,-0.625244,0.151123,0.389648
1491450944162,-0.371582,0.229004,-0.009521
1491450944298,-0.172607,0.177734,1.611084
1491450944429,-0.371094,0.425049,1.381104
1491450944561,-0.228760,0.291260,0.925781
1491450944695,-0.278809,0.242188,0.837402
1491450944829,-0.313721,0.195801,0.911133
1491450944961,-0.302490,0.252930,0.959717
1491450945069,-0.213623,0.268311,0.924072
1491450945208,-0.249512,0.215088,1.040527
1491450945341,-0.303711,0.437744,1.761475
1491450945472,-0.296387,0.366455,0.955811
1491450945606,-0.495361,0.122314,0.150635
1491450945717,-0.715576,0.051514,0.295410
1491450945851,-0.880859,0.036133,0.368408
1491450946009,-0.914795,0.107422,0.497559
1491450946115,-0.892090,0.166016,0.499756
1491450946248,-0.891846,0.145020,0.490723
1491450946382,-0.901611,0.171143,0.451660
1491450946514,-0.865234,0.141846,0.522949
1491450946648,-0.858643,0.103516,0.533203
1491450946754,-0.843262,0.143799,0.495361
1491450946889,-0.891113,0.143311,0.509033
1491450947029,-0.733154,0.070557,0.344482
1491450947162,-0.537109,0.170166,-0.022461
1491450947295,-0.349854,0.237305,1.461914
1491450947402,-0.518066,0.279541,1.415771
1491450947538,-0.346924,0.142334,0.995361
1491450947670,-0.295898,0.095215,0.828125
1491450947779,-0.280029,0.199219,0.964111
1491450947928,-0.319092,0.178223,0.936523
1491450948059,-0.287842,0.141602,0.909424
1491450948192,-0.295898,0.190430,0.941406
1491450948325,-0.289062,0.169434,0.946533
1491450948457,-0.205322,0.186035,1.078857
1491450948565,-0.197266,0.321777,1.405762
1491450948706,-0.266113,0.691406,1.046143
1491450948833,-0.459717,0.250244,0.398926
1491450948965,-0.677490,-0.180908,0.217041
1491450949110,-0.785400,0.014648,0.252930
1491450949233,-0.872803,0.142090,0.488770
1491450949340,-0.884521,0.469727,0.558838
1491450949473,-0.734375,0.336670,0.677979
1491450949605,-0.823486,0.390137,0.542969
1491450949737,-0.725586,0.417969,0.506348
1491450949870,-0.355713,-0.000244,-0.105713
1491450950004,-0.401611,0.088623,0.305664
1491450950136,-0.011475,0.602051,1.670166
1491450950269,-0.165283,0.551270,1.342041
1491450950376,-0.127197,0.433105,0.881104
1491450950513,-0.246094,0.324951,0.768799
1491450950644,-0.240967,0.294678,0.878662
1491450950777,-0.265381,0.345215,0.888428
1491450950910,-0.199951,0.416992,0.890137
1491450951043,-0.207520,0.439697,0.856689
1491450951151,-0.167480,0.423584,0.867676
1491450951283,-0.153320,0.420898,0.908936
